customer_id,first_name,last_name,email,city,country,signup_timestamp,device_preference
CUST_1053,Jamie,Williams,jamie.williams1053@example.com,Kuala Lumpur,Indonesia,2024-04-14 00:00:00,Mobile Chrome
CUST_1054,Taylor,Garcia,taylor.garcia1054@example.com,Bandung,Indonesia,2023-09-21 00:00:00,Mobile Chrome
CUST_1055,Alex,Smith,alex.smith1055@example.com,Medan,Indonesia,2024-03-28 00:00:00,Web Desktop
CUST_1056,Morgan,Williams,morgan.williams1056@example.com,Jakarta,Indonesia,2023-07-11 00:00:00,Mobile Safari
CUST_1057,Jamie,Jones,jamie.jones1057@example.com,Bandung,Indonesia,2023-01-06 00:00:00,Mobile Chrome
CUST_1058,Riley,Smith,riley.smith1058@example.com,Semarang,Indonesia,2023-10-29 00:00:00,Mobile Safari
CUST_1059,Alex,Brown,alex.brown1059@example.com,Semarang,Indonesia,2023-07-10 00:00:00,iOS App
CUST_1060,Taylor,Johnson,taylor.johnson1060@example.com,Surabaya,Southeast Asia,2023-10-08 00:00:00,Android App
CUST_1061,Taylor,Davis,taylor.davis1061@example.com,Bangkok,Indonesia,2023-06-23 00:00:00,Android App
CUST_1062,Dakota,Martinez,dakota.martinez1062@example.com,Surabaya,Indonesia,2024-01-21 00:00:00,iOS App
CUST_1063,Casey,Garcia,casey.garcia1063@example.com,Kuala Lumpur,Indonesia,2023-06-25 00:00:00,Android App
CUST_1064,Taylor,Johnson,taylor.johnson1064@example.com,Bangkok,Southeast Asia,2024-02-13 00:00:00,Android App
CUST_1065,Pat,Rodriguez,pat.rodriguez1065@example.com,Semarang,Indonesia,2023-02-05 00:00:00,Mobile Safari
CUST_1066,Taylor,Miller,taylor.miller1066@example.com,Medan,Indonesia,2023-05-23 00:00:00,Web Desktop
CUST_1067,Casey,Martinez,casey.martinez1067@example.com,Singapore,Indonesia,2023-03-04 00:00:00,Android App
CUST_1068,Avery,Garcia,avery.garcia1068@example.com,Medan,Indonesia,2023-11-01 00:00:00,Web Desktop
CUST_1069,Jamie,Jones,jamie.jones1069@example.com,Bangkok,Indonesia,2024-04-25 00:00:00,Mobile Safari
CUST_1070,Jamie,Jones,jamie.jones1070@example.com,Medan,Indonesia,2023-04-13 00:00:00,Mobile Safari
CUST_1071,Taylor,Miller,taylor.miller1071@example.com,Medan,Indonesia,2024-02-28 00:00:00,Android App
CUST_1072,Jamie,Martinez,jamie.martinez1072@example.com,Bandung,Indonesia,2023-06-07 00:00:00,Web Desktop
CUST_1073,Jamie,Martinez,jamie.martinez1073@example.com,Surabaya,Indonesia,2024-03-14 00:00:00,Mobile Chrome
CUST_1074,Pat,Rodriguez,pat.rodriguez1074@example.com,Semarang,Indonesia,2024-01-31 00:00:00,Android App
CUST_1075,Alex,Johnson,alex.johnson1075@example.com,Singapore,Indonesia,2023-04-06 00:00:00,iOS App
CUST_1076,Riley,Jones,riley.jones1076@example.com,Bangkok,Indonesia,2024-01-20 00:00:00,Mobile Chrome
CUST_1077,Chris,Miller,chris.miller1077@example.com,Medan,Indonesia,2024-03-26 00:00:00,Web Desktop
CUST_1078,Sam,Garcia,sam.garcia1078@example.com,Semarang,Indonesia,2023-07-04 00:00:00,Mobile Chrome
CUST_1079,Alex,Brown,alex.brown1079@example.com,Medan,Indonesia,2024-03-28 00:00:00,Android App
CUST_1080,Sam,Miller,sam.miller1080@example.com,Jakarta,Indonesia,2023-04-10 00:00:00,Mobile Chrome
CUST_1081,Pat,Martinez,pat.martinez1081@example.com,Singapore,Indonesia,2023-01-10 00:00:00,Android App
CUST_1082,Morgan,Martinez,morgan.martinez1082@example.com,Bandung,Indonesia,2023-09-07 00:00:00,iOS App
CUST_1083,Riley,Jones,riley.jones1083@example.com,Medan,Indonesia,2024-05-07 00:00:00,Android App
CUST_1084,Alex,Brown,alex.brown1084@example.com,Medan,Indonesia,2023-06-01 00:00:00,Mobile Safari
CUST_1085,Alex,Smith,alex.smith1085@example.com,Bandung,Indonesia,2024-03-20 00:00:00,Mobile Safari
CUST_1086,Taylor,Smith,taylor.smith1086@example.com,Bangkok,Southeast Asia,2024-02-21 00:00:00,Mobile Safari
CUST_1087,Jamie,Johnson,jamie.johnson1087@example.com,Bandung,Indonesia,2023-09-10 00:00:00,iOS App
CUST_1088,Avery,Davis,avery.davis1088@example.com,Surabaya,Indonesia,2023-04-03 00:00:00,Android App
CUST_1089,Taylor,Rodriguez,taylor.rodriguez1089@example.com,Medan,Indonesia,2024-01-26 00:00:00,Android App
CUST_1090,Dakota,Davis,dakota.davis1090@example.com,Jakarta,Indonesia,2024-02-24 00:00:00,iOS App
CUST_1091,Morgan,Martinez,morgan.martinez1091@example.com,Jakarta,Indonesia,2023-12-23 00:00:00,Web Desktop
CUST_1092,Alex,Williams,alex.williams1092@example.com,Medan,Indonesia,2024-05-10 00:00:00,Mobile Chrome
CUST_1093,Jamie,Smith,jamie.smith1093@example.com,Semarang,Indonesia,2023-07-02 00:00:00,Web Desktop
CUST_1094,Casey,Smith,casey.smith1094@example.com,Singapore,Indonesia,2024-01-04 00:00:00,iOS App
CUST_1095,Chris,Williams,chris.williams1095@example.com,Medan,Indonesia,2023-06-26 00:00:00,iOS App
CUST_1096,Taylor,Rodriguez,taylor.rodriguez1096@example.com,Medan,Southeast Asia,2024-03-30 00:00:00,Mobile Safari
CUST_1097,Taylor,Martinez,taylor.martinez1097@example.com,Bangkok,Indonesia,2024-01-02 00:00:00,Web Desktop
CUST_1098,Jamie,Rodriguez,jamie.rodriguez1098@example.com,Bandung,Indonesia,2024-03-11 00:00:00,Mobile Chrome
CUST_1099,Pat,Rodriguez,pat.rodriguez1099@example.com,Semarang,Southeast Asia,2023-02-08 00:00:00,Android App
CUST_1100,Pat,Martinez,pat.martinez1100@example.com,Bandung,Southeast Asia,2023-05-13 00:00:00,Web Desktop
CUST_1101,Dakota,Johnson,dakota.johnson1101@example.com,Medan,Indonesia,2023-08-27 00:00:00,Android App
CUST_1102,Jamie,Smith,jamie.smith1102@example.com,Singapore,Indonesia,2023-09-10 00:00:00,Mobile Chrome
CUST_1103,Riley,Martinez,riley.martinez1103@example.com,Surabaya,Southeast Asia,2024-01-28 00:00:00,Android App
CUST_1104,Sam,Jones,sam.jones1104@example.com,Bandung,Indonesia,2024-02-26 00:00:00,Mobile Chrome
CUST_1105,Alex,Garcia,alex.garcia1105@example.com,Jakarta,Southeast Asia,2024-05-14 00:00:00,iOS App
CUST_1106,Morgan,Brown,morgan.brown1106@example.com,Medan,Indonesia,2023-03-11 00:00:00,Mobile Chrome
CUST_1107,Jamie,Garcia,jamie.garcia1107@example.com,Bandung,Indonesia,2023-06-16 00:00:00,Web Desktop
CUST_1108,Pat,Williams,pat.williams1108@example.com,Semarang,Indonesia,2023-06-22 00:00:00,Android App
CUST_1109,Morgan,Davis,morgan.davis1109@example.com,Kuala Lumpur,Indonesia,2023-11-13 00:00:00,iOS App
CUST_1110,Taylor,Rodriguez,taylor.rodriguez1110@example.com,Medan,Indonesia,2023-07-10 00:00:00,iOS App
CUST_1111,Chris,Jones,chris.jones1111@example.com,Surabaya,Indonesia,2023-05-14 00:00:00,Mobile Chrome
CUST_1112,Sam,Garcia,sam.garcia1112@example.com,Bandung,Southeast Asia,2023-08-01 00:00:00,Mobile Safari
CUST_1113,Taylor,Williams,taylor.williams1113@example.com,Jakarta,Indonesia,2023-01-20 00:00:00,iOS App
CUST_1114,Alex,Smith,alex.smith1114@example.com,Singapore,Indonesia,2024-01-08 00:00:00,iOS App
CUST_1115,Dakota,Martinez,dakota.martinez1115@example.com,Bangkok,Southeast Asia,2023-08-12 00:00:00,Mobile Safari
CUST_1116,Riley,Jones,riley.jones1116@example.com,Surabaya,Indonesia,2023-01-08 00:00:00,Android App
CUST_1117,Riley,Martinez,riley.martinez1117@example.com,Surabaya,Indonesia,2023-11-12 00:00:00,Mobile Chrome
CUST_1118,Casey,Brown,casey.brown1118@example.com,Bandung,Indonesia,2023-07-11 00:00:00,iOS App
CUST_1119,Casey,Smith,casey.smith1119@example.com,Semarang,Indonesia,2023-07-31 00:00:00,Mobile Chrome
CUST_1120,Taylor,Garcia,taylor.garcia1120@example.com,Bandung,Indonesia,2023-03-23 00:00:00,iOS App
CUST_1121,Jordan,Martinez,jordan.martinez1121@example.com,Singapore,Southeast Asia,2023-11-08 00:00:00,Mobile Chrome
CUST_1122,Sam,Miller,sam.miller1122@example.com,Singapore,Indonesia,2023-10-16 00:00:00,iOS App
CUST_1123,Dakota,Jones,dakota.jones1123@example.com,Kuala Lumpur,Indonesia,2023-10-09 00:00:00,Web Desktop
CUST_1124,Dakota,Smith,dakota.smith1124@example.com,Jakarta,Indonesia,2024-04-05 00:00:00,Web Desktop
CUST_1125,Alex,Jones,alex.jones1125@example.com,Kuala Lumpur,Southeast Asia,2024-05-10 00:00:00,iOS App
CUST_1126,Sam,Jones,sam.jones1126@example.com,Bandung,Indonesia,2023-12-24 00:00:00,Mobile Chrome
CUST_1127,Sam,Jones,sam.jones1127@example.com,Surabaya,Indonesia,2023-07-21 00:00:00,Mobile Chrome
CUST_1128,Casey,Smith,casey.smith1128@example.com,Semarang,Indonesia,2023-02-20 00:00:00,iOS App
CUST_1129,Alex,Davis,alex.davis1129@example.com,Surabaya,Indonesia,2023-10-15 00:00:00,Android App
CUST_1130,Avery,Johnson,avery.johnson1130@example.com,Singapore,Indonesia,2024-03-13 00:00:00,Android App
CUST_1131,Jamie,Smith,jamie.smith1131@example.com,Medan,Indonesia,2023-02-23 00:00:00,Web Desktop
CUST_1132,Casey,Smith,casey.smith1132@example.com,Kuala Lumpur,Indonesia,2023-04-22 00:00:00,Mobile Chrome
CUST_1133,Sam,Johnson,sam.johnson1133@example.com,Bandung,Southeast Asia,2023-03-16 00:00:00,Mobile Safari
CUST_1134,Jordan,Garcia,jordan.garcia1134@example.com,Surabaya,Indonesia,2023-11-02 00:00:00,Web Desktop
CUST_1135,Taylor,Johnson,taylor.johnson1135@example.com,Jakarta,Indonesia,2023-11-04 00:00:00,Mobile Safari
CUST_1136,Pat,Martinez,pat.martinez1136@example.com,Jakarta,Southeast Asia,2023-02-20 00:00:00,Mobile Safari
CUST_1137,Avery,Davis,avery.davis1137@example.com,Surabaya,Indonesia,2024-02-05 00:00:00,Mobile Safari
CUST_1138,Riley,Jones,riley.jones1138@example.com,Singapore,Indonesia,2023-02-03 00:00:00,Mobile Chrome
CUST_1139,Dakota,Williams,dakota.williams1139@example.com,Jakarta,Indonesia,2023-04-21 00:00:00,Web Desktop
CUST_1140,Chris,Davis,chris.davis1140@example.com,Bangkok,Indonesia,2024-01-23 00:00:00,iOS App
CUST_1141,Taylor,Williams,taylor.williams1141@example.com,Semarang,Southeast Asia,2023-06-04 00:00:00,Mobile Chrome
CUST_1142,Avery,Williams,avery.williams1142@example.com,Semarang,Indonesia,2024-02-07 00:00:00,Mobile Safari
CUST_1143,Avery,Garcia,avery.garcia1143@example.com,Singapore,Indonesia,2024-02-09 00:00:00,iOS App
CUST_1144,Jamie,Martinez,jamie.martinez1144@example.com,Surabaya,Indonesia,2023-02-15 00:00:00,Android App
CUST_1145,Dakota,Rodriguez,dakota.rodriguez1145@example.com,Jakarta,Indonesia,2023-10-09 00:00:00,Web Desktop
CUST_1146,Alex,Martinez,alex.martinez1146@example.com,Jakarta,Indonesia,2023-10-19 00:00:00,Web Desktop
CUST_1147,Morgan,Davis,morgan.davis1147@example.com,Singapore,Indonesia,2023-08-02 00:00:00,Android App
CUST_1148,Avery,Davis,avery.davis1148@example.com,Kuala Lumpur,Indonesia,2024-01-06 00:00:00,Web Desktop
CUST_1149,Jamie,Johnson,jamie.johnson1149@example.com,Bandung,Indonesia,2023-10-21 00:00:00,iOS App
CUST_1150,Pat,Jones,pat.jones1150@example.com,Surabaya,Indonesia,2023-01-28 00:00:00,iOS App
CUST_1151,Pat,Garcia,pat.garcia1151@example.com,Singapore,Indonesia,2024-04-18 00:00:00,iOS App
CUST_1152,Morgan,Rodriguez,morgan.rodriguez1152@example.com,Surabaya,Indonesia,2023-03-09 00:00:00,Mobile Chrome
CUST_1153,Jordan,Brown,jordan.brown1153@example.com,Singapore,Indonesia,2023-04-21 00:00:00,iOS App
CUST_1154,Jamie,Williams,jamie.williams1154@example.com,Jakarta,Indonesia,2023-02-11 00:00:00,Mobile Safari
CUST_1155,Avery,Johnson,avery.johnson1155@example.com,Bangkok,Indonesia,2024-03-18 00:00:00,Mobile Chrome
CUST_1156,Casey,Smith,casey.smith1156@example.com,Singapore,Indonesia,2024-03-12 00:00:00,Mobile Safari
CUST_1157,Dakota,Davis,dakota.davis1157@example.com,Jakarta,Indonesia,2023-11-07 00:00:00,Web Desktop
CUST_1158,Riley,Jones,riley.jones1158@example.com,Bangkok,Indonesia,2023-02-05 00:00:00,Android App
CUST_1159,Morgan,Brown,morgan.brown1159@example.com,Singapore,Southeast Asia,2023-12-01 00:00:00,Web Desktop
CUST_1160,Casey,Johnson,casey.johnson1160@example.com,Bandung,Indonesia,2023-12-01 00:00:00,Web Desktop
CUST_1161,Jamie,Jones,jamie.jones1161@example.com,Surabaya,Indonesia,2023-11-22 00:00:00,Web Desktop
CUST_1162,Morgan,Smith,morgan.smith1162@example.com,Jakarta,Indonesia,2023-01-20 00:00:00,iOS App
CUST_1163,Avery,Garcia,avery.garcia1163@example.com,Singapore,Indonesia,2023-10-20 00:00:00,Mobile Safari
CUST_1164,Dakota,Williams,dakota.williams1164@example.com,Singapore,Indonesia,2023-06-10 00:00:00,Android App
CUST_1165,Sam,Miller,sam.miller1165@example.com,Medan,Indonesia,2023-05-18 00:00:00,Android App
CUST_1166,Morgan,Smith,morgan.smith1166@example.com,Semarang,Indonesia,2023-11-15 00:00:00,iOS App
CUST_1167,Dakota,Davis,dakota.davis1167@example.com,Kuala Lumpur,Indonesia,2023-02-07 00:00:00,iOS App
CUST_1168,Sam,Johnson,sam.johnson1168@example.com,Semarang,Indonesia,2023-11-30 00:00:00,iOS App
CUST_1169,Jordan,Williams,jordan.williams1169@example.com,Jakarta,Indonesia,2023-02-04 00:00:00,Mobile Safari
CUST_1170,Riley,Rodriguez,riley.rodriguez1170@example.com,Singapore,Indonesia,2023-08-17 00:00:00,Web Desktop
CUST_1171,Sam,Jones,sam.jones1171@example.com,Bandung,Indonesia,2023-01-05 00:00:00,Android App
CUST_1172,Morgan,Rodriguez,morgan.rodriguez1172@example.com,Surabaya,Indonesia,2023-08-25 00:00:00,Web Desktop
CUST_1173,Chris,Smith,chris.smith1173@example.com,Kuala Lumpur,Indonesia,2023-01-23 00:00:00,iOS App
CUST_1174,Alex,Smith,alex.smith1174@example.com,Kuala Lumpur,Indonesia,2024-05-09 00:00:00,Mobile Chrome
CUST_1175,Riley,Davis,riley.davis1175@example.com,Kuala Lumpur,Indonesia,2024-03-10 00:00:00,Web Desktop
CUST_1176,Pat,Williams,pat.williams1176@example.com,Surabaya,Indonesia,2024-03-31 00:00:00,Mobile Chrome
CUST_1177,Alex,Brown,alex.brown1177@example.com,Kuala Lumpur,Indonesia,2024-04-22 00:00:00,Mobile Chrome
CUST_1178,Chris,Rodriguez,chris.rodriguez1178@example.com,Semarang,Indonesia,2023-04-07 00:00:00,iOS App
CUST_1179,Morgan,Garcia,morgan.garcia1179@example.com,Surabaya,Indonesia,2023-11-18 00:00:00,Android App
CUST_1180,Alex,Garcia,alex.garcia1180@example.com,Semarang,Indonesia,2023-10-21 00:00:00,Mobile Safari
CUST_1181,Riley,Brown,riley.brown1181@example.com,Kuala Lumpur,Indonesia,2023-07-03 00:00:00,Mobile Chrome
CUST_1182,Morgan,Johnson,morgan.johnson1182@example.com,Kuala Lumpur,Indonesia,2024-02-15 00:00:00,Mobile Safari
CUST_1183,Morgan,Martinez,morgan.martinez1183@example.com,Bandung,Indonesia,2023-10-26 00:00:00,Web Desktop
CUST_1184,Avery,Davis,avery.davis1184@example.com,Singapore,Indonesia,2023-02-07 00:00:00,Android App
CUST_1185,Dakota,Martinez,dakota.martinez1185@example.com,Bangkok,Indonesia,2023-05-21 00:00:00,iOS App
CUST_1186,Alex,Davis,alex.davis1186@example.com,Bandung,Southeast Asia,2023-11-12 00:00:00,Mobile Safari
CUST_1187,Morgan,Jones,morgan.jones1187@example.com,Semarang,Indonesia,2024-01-11 00:00:00,Android App
CUST_1188,Alex,Martinez,alex.martinez1188@example.com,Singapore,Indonesia,2024-01-28 00:00:00,iOS App
CUST_1189,Chris,Miller,chris.miller1189@example.com,Singapore,Indonesia,2023-09-14 00:00:00,Android App
CUST_1190,Morgan,Garcia,morgan.garcia1190@example.com,Jakarta,Indonesia,2024-04-15 00:00:00,Web Desktop
CUST_1191,Riley,Jones,riley.jones1191@example.com,Jakarta,Indonesia,2024-03-06 00:00:00,Android App
CUST_1192,Morgan,Rodriguez,morgan.rodriguez1192@example.com,Surabaya,Indonesia,2023-04-27 00:00:00,Mobile Safari
CUST_1193,Casey,Martinez,casey.martinez1193@example.com,Singapore,Indonesia,2023-03-16 00:00:00,Android App
CUST_1194,Dakota,Johnson,dakota.johnson1194@example.com,Jakarta,Indonesia,2023-12-13 00:00:00,Web Desktop
CUST_1195,Jamie,Williams,jamie.williams1195@example.com,Bangkok,Indonesia,2023-07-01 00:00:00,Mobile Safari
CUST_1196,Chris,Jones,chris.jones1196@example.com,Jakarta,Indonesia,2023-12-10 00:00:00,Web Desktop
CUST_1197,Chris,Martinez,chris.martinez1197@example.com,Surabaya,Indonesia,2023-06-05 00:00:00,iOS App
CUST_1198,Morgan,Rodriguez,morgan.rodriguez1198@example.com,Medan,Indonesia,2023-06-26 00:00:00,Mobile Safari
CUST_1199,Riley,Smith,riley.smith1199@example.com,Jakarta,Indonesia,2023-11-23 00:00:00,Web Desktop
CUST_1200,Dakota,Davis,dakota.davis1200@example.com,Singapore,Indonesia,2023-07-30 00:00:00,Mobile Chrome
CUST_1201,Alex,Davis,alex.davis1201@example.com,Surabaya,Indonesia,2023-01-19 00:00:00,Web Desktop
CUST_1202,Jordan,Johnson,jordan.johnson1202@example.com,Jakarta,Indonesia,2024-04-20 00:00:00,Web Desktop
CUST_1203,Morgan,Smith,morgan.smith1203@example.com,Semarang,Indonesia,2023-09-21 00:00:00,Web Desktop
CUST_1204,Avery,Martinez,avery.martinez1204@example.com,Singapore,Indonesia,2024-04-11 00:00:00,iOS App
CUST_1205,Pat,Miller,pat.miller1205@example.com,Bangkok,Indonesia,2024-04-20 00:00:00,Mobile Chrome
CUST_1206,Riley,Smith,riley.smith1206@example.com,Kuala Lumpur,Indonesia,2023-11-09 00:00:00,Web Desktop
CUST_1207,Riley,Garcia,riley.garcia1207@example.com,Kuala Lumpur,Indonesia,2023-09-06 00:00:00,Web Desktop
CUST_1208,Alex,Davis,alex.davis1208@example.com,Bandung,Indonesia,2024-02-22 00:00:00,Web Desktop
CUST_1209,Morgan,Brown,morgan.brown1209@example.com,Singapore,Indonesia,2023-06-14 00:00:00,Android App
CUST_1210,Pat,Martinez,pat.martinez1210@example.com,Jakarta,Indonesia,2023-09-20 00:00:00,Web Desktop
CUST_1211,Taylor,Brown,taylor.brown1211@example.com,Medan,Indonesia,2023-10-12 00:00:00,iOS App
CUST_1212,Sam,Brown,sam.brown1212@example.com,Surabaya,Indonesia,2023-01-11 00:00:00,Web Desktop
CUST_1213,Pat,Miller,pat.miller1213@example.com,Medan,Indonesia,2024-01-31 00:00:00,iOS App
CUST_1214,Jordan,Jones,jordan.jones1214@example.com,Bandung,Southeast Asia,2024-03-03 00:00:00,Mobile Safari
CUST_1215,Riley,Smith,riley.smith1215@example.com,Singapore,Indonesia,2023-07-21 00:00:00,iOS App
CUST_1216,Jordan,Williams,jordan.williams1216@example.com,Singapore,Indonesia,2023-07-28 00:00:00,Android App
CUST_1217,Casey,Miller,casey.miller1217@example.com,Singapore,Indonesia,2023-07-20 00:00:00,Mobile Safari
CUST_1218,Avery,Martinez,avery.martinez1218@example.com,Semarang,Indonesia,2023-01-29 00:00:00,Mobile Chrome
CUST_1219,Dakota,Garcia,dakota.garcia1219@example.com,Bangkok,Indonesia,2023-05-26 00:00:00,Mobile Safari
CUST_1220,Casey,Garcia,casey.garcia1220@example.com,Jakarta,Indonesia,2023-02-03 00:00:00,Android App
CUST_1221,Jamie,Miller,jamie.miller1221@example.com,Surabaya,Indonesia,2023-04-27 00:00:00,Web Desktop
CUST_1222,Casey,Garcia,casey.garcia1222@example.com,Bangkok,Indonesia,2023-08-07 00:00:00,Mobile Chrome
CUST_1223,Casey,Jones,casey.jones1223@example.com,Surabaya,Southeast Asia,2024-03-30 00:00:00,Android App
CUST_1224,Sam,Martinez,sam.martinez1224@example.com,Bangkok,Indonesia,2023-02-15 00:00:00,Web Desktop
CUST_1225,Alex,Williams,alex.williams1225@example.com,Medan,Indonesia,2023-06-30 00:00:00,Mobile Chrome
CUST_1226,Sam,Davis,sam.davis1226@example.com,Bangkok,Southeast Asia,2023-01-11 00:00:00,Web Desktop
CUST_1227,Pat,Davis,pat.davis1227@example.com,Singapore,Indonesia,2023-08-15 00:00:00,Mobile Chrome
CUST_1228,Riley,Smith,riley.smith1228@example.com,Medan,Indonesia,2023-09-07 00:00:00,Web Desktop
CUST_1229,Taylor,Brown,taylor.brown1229@example.com,Jakarta,Indonesia,2024-05-05 00:00:00,Mobile Chrome
CUST_1230,Dakota,Johnson,dakota.johnson1230@example.com,Surabaya,Indonesia,2023-07-20 00:00:00,iOS App
